movieId,title,tag_list,tag_counts
4073,"Invisible Circus, The","['europe', 'father', 'independent film', 'paris', 'sister', 'suicide', 'san francisco']","[1, 1, 1, 1, 1, 1, 1]"
176861,The Next Skin,['woman director'],[1]
26123,Robin and the 7 Hoods,"['robin hood', 'less than 300 ratings', 'frank sinatra', 'gangster', 'musical', 'prohibition', 'bd-r']","[2, 1, 1, 1, 1, 1, 1]"
263143,Fittest in Dubai,[],[]
7002,Mindwalk,"['calm intelligent pace', 'the setting', 'cerebral', 'philosophy', 'thought-provoking', 'own', 'philip glass', 'independent film', 'ione skye', 'john heard', 'liv ullmann', 'sam waterston', 'slow']","[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
100559,"Match King, The","['chicago', 'counterfeit', 'counterfeiter', 'crooked businessman', 'deceit', 'dishonesty', 'downfall', 'forgery', 'international finance', 'loan procurement', 'manipulator', 'matches', 'monopoly', 'rise and fall', 'sweden', 'tycoon', 'womanizer', 'pre-code hollywood']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
222783,Roped,[],[]
114779,Champagne Charlie,['music hall'],[1]
179201,Undecided: The Movie,[],[]
100131,We the Party,"['dating', 'friendship', 'high school', 'los angeles', 'prom', 'sex', 'cute boys']","[1, 1, 1, 1, 1, 1, 1]"
2767,Illuminata,"['nudity (topless)', 'critic', 'playwright', 'theater']","[1, 1, 1, 1]"
204438,Gone with the Woman,[],[]
234301,Black Butler: Book of Murder,[],[]
289077,It Rained All Night the Day I Left,[],[]
5941,Drumline,"['music', 'musicians', 'college', 'comedy', 'teen movie', 'directorial debut', 'drums', 'marching bands', 'school drama', 'the south', 'fraternity initiation', 'music rehearsal', 'push ups', 'sorority party', 'television broadcast', 'hbcu']","[4, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
132764,Blood Feud,['woman director'],[1]
45758,Lady on a Train,"['witness to murder', 'comedy', 'train', 'illogical', 'inheritance', 'murder', 'musical number', 'bd-r']","[3, 2, 2, 1, 1, 1, 1, 1]"
266124,Boys On Film 19: No Ordinary Boy,[],[]
255289,Xtreme,[],[]
200022,A Thief in the Night,[],[]
191347,Моя жизнь,[],[]
58998,Forgetting Sarah Marshall,"['comedy', 'jason segel', 'mila kunis', 'paul rudd', 'hilarious', 'nudity (topless)', 'hawaii', 'kristen bell', 'good dialogue', 'romance', 'nudity (full frontal - notable)', 'predictable', 'russell brand', 'male nudity', 'jonah hill', 'nudity (topless - brief)', 'puppets', 'break-up', 'apatow productions', 'surfing']","[43, 34, 31, 31, 28, 27, 26, 26, 22, 20, 18, 18, 17, 16, 16, 13, 12, 11, 11, 9]"
147899,Recep İvedik 3,[],[]
117502,Black Beauty,"['based on novel', 'based on novel or book', 'country life', 'horse']","[1, 1, 1, 1]"
283653,Wallander 31 - The Arsonist,[],[]
155711,Underwater Love,[],[]
192797,Family Is Family,[],[]
270816,Torn,[],[]
160523,The Wolves,['yakuza'],[1]
195749,Trezor,[],[]
169430,Sister Cities,"['based on play or musical', 'estrangement', 'sibling relationship', 'suicide', 'female writer']","[2, 2, 2, 2, 1]"
143647,An Inspector Calls,"['mystery', 'detective', 'inspector', 'good acting', 'period drama', 'suicide', 'tv movie', 'based on a play', 'bad story', 'predictable', 'family dinner', 'woman director', 'morality', 'crime', 'social criticism', 'thriller']","[4, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
125656,"Another Day, Another Time: Celebrating the Music of Inside Llewyn Davis","['concert film', 'folk music']","[1, 1]"
223316,Satte Pe Satta,[],[]
278410,Yo niña,"['alcohol', 'argentina', 'buenos aires', 'cannabis', 'childhood', 'family drama', 'forest', 'girl', 'hippies', 'lake', 'nudity', 'parents', 'patagonia', 'poverty', 'rural', 'semi autobiographical', 'semi-autobiographical']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
167018,Why Him?,"['funny', 'terrible writing', 'james franco', 'romcom', 'bryan cranston', 'juvenile', 'fun', 'great', 'dad', 'daughter', 'parent-in-law child-in-law relationship', 'rivalry', 'old-fashioned']","[6, 5, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1]"
229475,What is Cinema?,"['avant garde', 'cinema', 'cinephilia', 'experimental film', 'independent film', 'interview', 'movie theater']","[1, 1, 1, 1, 1, 1, 1]"
278200,The Abnormal,"['acceptance', 'handicapped person']","[1, 1]"
133101,Desert Commandos,[],[]
199348,The Purple Heart,[],[]
136855,Crazy Bitches,"['girls camp', 'vanity', 'woman director']","[1, 1, 1]"
257457,I Am That Girl,[],[]
109313,Chouchou,"['french', 'gad elmaleh', 'queer', 'homosexuality', 'acting', 'comedy', 'foreign', 'music', 'off-beat', 'script', 'paris', 'psychoanalysis', 'transvestite', 'france', 'french film', 'gay', 'gay lead character', 'gay romance', 'homosexual undertones', 'psychiatrist']","[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7159,Two Men Went to War,"['to see: comedy', 'world war ii', 'army dental corps', 'behind enemy lines', 'british', 'foolish', 'france', 'funny', 'personalities', 'witty', 'wwii']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
149747,The Alchemist's Letter,"['fantasy', 'alchemy', 'animation', 'cinematography', 'family', 'short', 'visually stunning', 'cgi', 'magic', 'mystery']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
280916,Ninguém Ama Ninguém por Mais de Dois Anos,[],[]
93916,Genesis,[],[]
79578,"Year of the Hare, The (Jäniksen vuosi)","['unrealistic', '02/11', '03/11', '04/11', '05/11', '06/11', 'naive', 'finnish new wave', 'boring', 'based on a book', 'lapland', 'advertising', 'executive', 'helsinki', 'naturalist', 'wilderness']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
250654,Shishkabugs,[],[]
176867,Raggedy Ann and Raggedy Andy in the Pumpkin Who Couldn't Smile,['holiday'],[1]
176143,Cinderella,['russian'],[1]
85226,"Janky Promoters, The",[],[]
271479,Behind Closed Doors,[],[]
181603,Forbidden Games: The Justin Fashanu Story,"['lgbt athlete', 'soccer']","[1, 1]"
193119,Perfect Bid: The Contestant Who Knew Too Much,[],[]
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A","['slasher', 'horror', 'nightmare', 'sleepwalking', 'supernatural', 'haunted house', 'disfigurement', 'fire', 'high school', 'homoerotic subtext', 'party', 'possession', 'spontaneous combustion', 'transformation', 'freddy krueger', 'bad acting', 'coach', 'dreams', 'gay', 'kim myers']","[3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]"
282413,Unidentified Objects,[],[]
147923,Family Guy Presents: Seth and Alex's almost live comedy show,[],[]
214352,Herstory,[],[]
289323,Through My Window: Across the Sea,[],[]
132872,Gangster Story,['bank heist'],[1]
2104,Tex,"['based on a book', 's.e. hinton', 'based on novel or book', 'coming of age', 'disney', 'oklahoma', 'sex', 'shooting', 'betamax', 'author:s.e. hinton', 'emilio estevez', 'matt dillon', ""80's classic""]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
196581,Elemental,[],[]
163753,Cypress Edge,"['airboat', 'alligator', 'boat chase', 'cemetery', 'charity', 'corruption', 'dixieland jazz funeral', 'evidence', 'exploding boat', 'explosive', 'fbi federal bureau of investigation', 'heart attack', 'hit and run', 'independent film', 'inflatable boat', 'louisiana', 'murder', 'political career', 'poor lip synching scene', 'semiautomatic pistol']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
274575,Billu Ustaad,[],[]
202856,Outcast,['new world pictures'],[1]
129291,Zero,['morocco'],[1]
149588,The PHD Movie 2,"['college', 'science', 'woman director']","[1, 1, 1]"
272741,A Step toward Tomorrow,[],[]
139821,Vanaprastham,"['dance', 'malayalam', 'artistic', 'drama', 'kathakali', 'meditative', 'slow paced', 'tragedy', 'dancer', 'lower caste', 'rejection']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
118193,Hand in Hand,"['anti semitism', 'catholic', 'children', 'family relationships', 'friend', 'friendship', 'independent film', 'interfaith', 'interfaith friendship', 'jewish', 'little boy', 'little girl', 'oneness', 'religion', 'bd-r']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3851,I'm the One That I Want,"['margaret cho', 'race', 'sexuality', 'stand-up', 'comedy', 'movielens quickpick', 'to see']","[1, 1, 1, 1, 1, 1, 1]"
132342,Lorelei: The Witch of the Pacific Ocean,[],[]
185123,The Bad Intentions,['woman director'],[1]
166665,The Coming War on China,"['anti-war', 'cancer', 'capitalism', 'china', 'communism', 'geopolitics', 'imperialism', 'japan', 'military', 'military industrial complex', 'nuclear war', 'nuclear weapons', 'propaganda', 'radiation', 'trade', 'hidden history']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
199017,The Panama Papers,"['whistleblower', 'documentary+']","[1, 1]"
130217,Shadow on the Wall,"['fiancé', 'framed for murder', 'bd-r']","[1, 1, 1]"
58409,"District, The (Nyócker!)","['animation', 'arab', 'back in time', 'balcony', 'bathtub', 'bodyguard', 'chinese', 'classroom', 'comedy', 'computer hacker', 'dark comedy', 'dirty cop', 'dog', 'escape', 'european union', 'gamble', 'gangster', 'gipsy', 'gunshot', 'hungarian']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
236859,Anegan,[],[]
4403,"Fall of the House of Usher, The (House of Usher)","['vincent price', 'edgar allan poe', 'buried alive', 'fire', 'national film registry', 'horror', 'scary movies to see on halloween', 'richard matheson', 'gothic', 'remake', 'incest', 'premature burial', 'servant', 'vhs', 'based on a book', '19th century', 'accidental death', 'based on short story', 'blood', 'brother sister relationship']","[7, 5, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]"
83248,This Night I'll Possess Your Corpse (Esta Noite Encarnarei no Teu Cadáver),"['coffin', 'corpse']","[1, 1]"
270102,Our Home,[],[]
123087,The Return of Sabata,['revolver'],[1]
2484,Tinseltown,['kristy swanson'],[1]
226512,The Snake Girl and the Silver-Haired Witch,[],[]
158623,Sorry for Kung Fu,"['germany', 'pregnant', 'refugee']","[1, 1, 1]"
221626,Omerta,"['atmospheric', 'biography', 'investigation', 'murder', 'terrorism']","[1, 1, 1, 1, 1]"
224741,Kingdom of Silence,"['geopolitics', 'politics', 'saudi arabia', 'united states', 'documentary', 'kashoggi', 'united sates']","[2, 2, 2, 2, 1, 1, 1]"
247980,Precious Life,[],[]
202908,Dead Men Don't Die,['new world pictures'],[1]
123373,Two Smart People,['con man'],[1]
199027,Emperor of the Bronx,[],[]
172973,Savages from Hell,"['attempted rape', 'biker', 'biker movie', 'florida', 'kidnapping', 'motorcycle', 'motorcycle gang']","[1, 1, 1, 1, 1, 1, 1]"
107669,Our Little Differences (Die feinen Unterschiede),['woman director'],[1]
46970,Talladega Nights: The Ballad of Ricky Bobby,"['will ferrell', 'highly quotable', 'hilarious', 'sacha baron cohen', 'nascar', 'gay character', 'racing', 'cars', 'competition', 'john c. reilly', 'product placement', 'infidelity', 'amy adams', 'sports', 'divorce', 'prayer', 'dissapointing', 'michael clarke duncan', 'judd apatow movie', 'molly shannon']","[34, 20, 14, 12, 11, 8, 7, 5, 5, 5, 4, 4, 3, 3, 3, 3, 3, 2, 2, 2]"
5605,Ratcatcher,"['criterion', 'nudity (topless)', '1970s', 'accidental death', 'accidental drowning', 'animal in title', 'balloon', 'bare breasts', 'bath', 'bathing', 'bathtub', 'beer', 'birthday', 'blood', 'boots', 'boy', 'boyfriend girlfriend relationship', 'bravery', 'british', 'brother sister relationship']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
177037,Puss in Book: Trapped in an Epic Tale,[],[]
242644,A Bullet Is Waiting,[],[]
1399,Marvin's Room,"['leukemia', 'diane keaton', 'hume cronyn', 'leonardo dicaprio', 'meryl streep', 'robert de niro', 'arson', 'caregiver', 'disney world', 'estrangement', 'illness', 'reconciliation', 'single parent', 'sisters', 'dvd', 'sappy', 'bone marrow transplant', 'cancer', 'reunion', 'sibling relationship']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
283281,The Line,[],[]
263161,Anni da cane,[],[]
80264,Pride of the Marines,"['u.s. marine', 'bd-r']","[1, 1]"
190529,This is Congo,"['africa', 'civil war', 'corruption', 'war']","[1, 1, 1, 1]"
176835,Impulse,[],[]
213978,Час пик,[],[]
178771,Adele Hasn't Had Her Dinner Yet,"['comedy', 'detective', 'parody']","[1, 1, 1]"
215347,Goku: Midnight Eye,[],[]
126309,Vessel of Wrath,"['drunk', 'missionary']","[1, 1]"
287437,White Men Can't Jump,[],[]
197365,Lionheart,"['nigeria', 'snoozefest']","[1, 1]"
243384,Young Hearts,[],[]
193633,Bulbul Can Sing,[],[]
116491,The Noble Family,"['rags to riches', 'scam', 'spoiled son']","[1, 1, 1]"
80695,Lbs.,[],[]
171733,Nuvvostanante Nenoddantana,[],[]
171777,L'année sainte,['comedy'],[1]
196861,Putin's Witnesses,[],[]
291042,Mountain Miracle,[],[]
275691,Vikram,[],[]
160736,21 Days,"['wrongful conviction', 'bd-r']","[1, 1]"
207329,John Denver: Country Boy,[],[]
197285,One Song a Day Takes Mischief Away,[],[]
206254,Fly Colt Fly,[],[]
129301,Grigris,"['africa', 'paralyzed', 'petrol exploitation', 'republic of chad']","[1, 1, 1, 1]"
173059,Bloodlust!,"['hunting', 'most dangerous game']","[1, 1]"
211079,Pigeonhearts,[],[]
211864,The Planet,[],[]
285121,Hero of Tomorrow,[],[]
122381,TekWar: TekJustice,"['futuristic', 'tv movie', 'crime', 'cyberpunk', 'cyberspace', 'detective', 'science fiction', 'scifi', 'william shatner']","[2, 1, 1, 1, 1, 1, 1, 1, 1]"
164558,Ci vuole un gran fisico,[],[]
217613,Love in Design,[],[]
157196,Mobile Suit Gundam 00: Awakening of the Trailblazer,"['anime', 'gundam']","[1, 1]"
168720,Lost & Found,"['island', 'summer', 'treasure', 'treasure hunt', 'underground']","[1, 1, 1, 1, 1]"
228797,Biting Elbows: Bad Motherfucker,[],[]
122270,The Suspicions of Mr. Whicher: The Murder at Road Hill House,"['detective', 'mystery']","[1, 1]"
176229,The Devilish Tenant,"['silent film', 'tenant']","[3, 1]"
126080,"Hen, his wife","['short', 'surreal', 'graphics', 'russian', 'script', 'chicken']","[2, 2, 1, 1, 1, 1]"
262101,Demented,[],[]
154680,Okinawa Rendez-vous,[],[]
213425,Manananggal in Manila,[],[]
199984,eHero,[],[]
156383,Boys Over Flowers,['korean'],[1]
194869,Monsters Wanted,[],[]
5625,Moonlight Mile,"['perrot library', 'bibliothek', 'jake gyllenhaal']","[1, 1, 1]"
52742,"Furies, The","['criterion', 'freudian', 'bankruptcy', 'brother brother relationship', 'cattle baron', 'cattle drive', 'domineering father', 'family relationships', 'father daughter relationship', 'father daughter rivalry', 'gun battle', 'hanging', 'legal issue', 'patriarch', 'private currency', 'san francisco california', 'strong female protagonist', 'unrequited love', 'anthony mann', 'barbara stanwyck']","[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]"
242470,No Control,[],[]
5958,"Wild Thornberrys Movie, The","['nickelodeon', 'adventure', 'british', 'cartoon', 'jungle', 'kids movie', 'sister sister relationship', 'sisterhood', 'sisters', 'talking animals', 'based on a cartoon', 'baboon', 'chimpanzee', 'safari', 'sibling relationship', 'wildlife', 'woman director', 'based on a tv show']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
225407,Hallucinations,[],[]
177583,Ostende,"['hidden gem', 'woman director']","[1, 1]"
243270,The Outside Story,[],[]
229061,Skin: A History of Nudity in the Movies,"['censorship', 'female full frontal nudity', 'female full rear nudity', 'female pubic hair', 'film history', 'hayes code', 'labia', 'me too movement', 'metoo', 'nudity', 'production code', 'reference to d. w. griffith', 'reference to eadweard muybridge', 'reference to georges melies', 'reference to jane russell', 'reference to marilyn monroe', 'reference to michelangelo', 'reference to thomas edison', 'sex', 'vagina']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
172615,The Marriage Of A Young Stockbroker,"['stockbroker', 'voyeurism']","[1, 1]"
183467,Treasure Hounds,"['friends', 'rescue', 'talking dog', 'treasure', 'treasure hunt']","[1, 1, 1, 1, 1]"
116789,Hennessy,"['accident', 'assassination plan', 'belfast', 'character name as title', 'independent film', 'ira (irish republican army)', 'ireland', 'irish republican army', 'london england', 'manhunt', 'murder', 'one word title', 'revenge', 'surname as title', 'terrorism', 'war hero']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
282923,Guardians of Time,"['low budget', 'low budget film', 'low budget sci fi movie']","[1, 1, 1]"
154725,Ride the Wild Surf,"['tivo', 'sport', 'surfing']","[1, 1, 1]"
150678,Princess Sakura: Forbidden Pleasures,"['japanese', 'japanese culture']","[1, 1]"
236007,Dizziness,[],[]
203675,Adam and Eve,[],[]
268314,From the Ashes,[],[]
245802,Tour of Mythicality,[],[]
99064,"Red Shoes, The (Bunhongsin)","['ghosts', 'obsession', 'vengeful spirit', 'kim hye-soo']","[2, 2, 2, 1]"
173563,Deadly Species,[],[]
150814,Spaceways,"['aerospace', 'based on play', 'cuckold', 'first man into space', 'first manned spaceflight', 'hammer film productions', 'infidelity', 'missing corpse', 'murder', 'outer space', 'psychotronic film', 'scientist hero', 'space', 'space opera', 'space travel', 'spacecraft', 'spaceflight research']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3381,Slaves to the Underground,"['nudity (topless)', 'musician', 'woman director']","[1, 1, 1]"
197053,Hard Women,[],[]
222324,Framed,"['break in', 'costumes', 'dog', 'drugs', 'fanaticism', 'gore', 'injection', 'internet culture', 'knife', 'mask', 'mental retardation', 'nudity (topless)', 'party', 'stranger', 'streaming', 'teenagers', 'torture', 'unbelievable plot']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5291,Rashomon (Rashômon),"['multiple storylines', 'akira kurosawa', 'nonlinear', 'samurai', 'black and white', 'rape', 'surreal', 'enigmatic', 'multiple perspectives', 'toshiro mifune', 'japan', 'truth', 'bandit', 'court', 'duel', 'medium', 'rain', 'ruins', 'woods', 'criterion']","[29, 25, 21, 18, 12, 11, 10, 9, 7, 7, 5, 4, 3, 3, 3, 3, 3, 3, 3, 3]"
184285,Under the Hood,"['death of superhero', 'fighting', 'hero', 'old friends', 'owl']","[1, 1, 1, 1, 1]"
216635,Date My Porn Star,[],[]
284535,Tito on Ice,[],[]
123079,The Newcomers,[],[]
181507,From Nowhere,[],[]
288681,Wham!,[],[]
146932,Wer wenn nicht wir,"['1960s', 'activism', 'anarchism', 'baader-meinhof group', 'black panthers', 'cultural revolution', 'family relationships', 'german history', 'leftist radical', 'open relationship', 'sexuality', 'west berlin west germany']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
139209,Bo Ba Bu,"['desert', 'uzbekistan']","[1, 1]"
133741,The Cold Summer of 1953,"['1950s', 'actors', 'plot', 'sad', 'ussr', 'summer']","[2, 1, 1, 1, 1, 1]"
128305,They All Lie,[],[]
152192,Nannaku Prematho,"['drama', 'father', 'ntr25']","[1, 1, 1]"
25886,Random Harvest,"['netflix', 'made me cry', 'playlist', 'world war i', 'friends should see', 'moving', 'quite romantic', 'bd-r']","[1, 1, 1, 1, 1, 1, 1, 1]"
280802,Christmas Bloody Christmas,"['killer santa claus', 'slasher']","[1, 1]"
183261,Sexting in Suburbia,[],[]
169064,Faith Connections,"['child abandonment', 'faith', 'ganga', 'ganja', 'himalaya', 'hindu', 'hinduism', 'india', 'kumbh mela', 'little boy', 'new age', 'orphan', 'pilgrimage', 'religion', 'religious', 'spirituality']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
165127,The White King,"['based on novel or book', 'danger', 'dictatorship', 'dystopia', 'family', 'woman director']","[1, 1, 1, 1, 1, 1]"
176989,The Living Dead: Three Films About The Power of the Past,['youtube'],[1]
166826,Broadway Musketeers,"['detective', 'gambling', 'henchman', 'reunited friends']","[1, 1, 1, 1]"
137898,Señor Droopy,[],[]
3798,What Lies Beneath,"['supernatural', 'harrison ford', 'suspenseful', 'horror', 'ghost', 'haunted house', 'revenge', 'infidelity', 'twist ending', 'murder', 'predictable', 'not good', 'white trash', 'robert zemeckis', 'horr', 'haunting', 'missing girl', 'ouija board', 'secret', 'bd-r']","[15, 11, 11, 8, 6, 5, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
208203,The Endless Trench,"['andalusia', 'closeted homosexual', 'coward', 'definition', 'dictionary', 'family relationships', 'hiding', 'hiding place', 'long', 'murder', 'neighbors', 'rape', 'spain', 'spanish civil war', 'war']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5821,"Way Home, The (Jibeuro)","['05/10', '06/10', '07/10', '08/10', 'grandparent grandchild relationship', 'woman director', 'patience', 'selfish']","[1, 1, 1, 1, 1, 1, 1, 1]"
195645,Something Useful,"['train', 'poetry', 'euthanasia', 'contemplative', 'drama', 'female director', 'izmir', 'poet', 'reunion', 'turkish']","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
173345,Cat City,"[""'80s"", 'funny', 'hungarian catroon', 'adult animation', 'mr. gatto', 'cartoon cat', 'cat', 'talking animal']","[2, 2, 2, 2, 1, 1, 1, 1]"
140365,Short Peace,['animation'],[1]
230173,Fishbowl,[],[]
121326,The Blood of Fu Manchu,"['central and south america', 'peru', 'poison', 'sklavinnen', 'christopher lee']","[1, 1, 1, 1, 1]"
124416,"I, a Man","['1960s', 'ennui', 'experimental film', 'hustler', 'independent film', 'male frontal nudity', 'male full frontal nudity', 'male nudity', 'male prostitute', 'new york city', 'nudity', 'sex', 'stairway', 'voyeurism']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
71029,Videocracy (Videocracy - Basta apparire),"['italy', 'politics', 'television', 'independent film', 'resistance']","[1, 1, 1, 1, 1]"
194706,My Birthday Song,[],[]
123443,Family of Spies,[],[]
180847,Puttin' on the Ritz,"['musical', 'vaudeville']","[1, 1]"
195819,Abulele,[],[]
106877,My Piece of the Pie (Ma part du gâteau),[],[]
277230,1Up,[],[]
138132,Kill Cruise,"['boat', 'gibraltar', 'jealousy', 'sailor', 'skipper']","[1, 1, 1, 1, 1]"
132555,Winning Time: Reggie Miller vs. The New York Knicks,"['basketball', 'indiana pacers', 'nba', 'new york knicks', 'sport', 'espn']","[2, 1, 1, 1, 1, 1]"
266490,Fling,[],[]
266200,The Incredible Shrinking Wknd,[],[]
274259,The Bones,[],[]
112367,"Fighting Spirit, The","['africa', 'boxing', 'ghana', 'sports']","[1, 1, 1, 1]"
143315,Il nome del figlio,"['woman director', 'family', 'fascism', 'gay', 'social class']","[1, 1, 1, 1, 1]"
264528,Theo Von: Regular People,[],[]
135354,Twins from Texas,"['spaghetti western', 'spaghetti western comedy', 'western comedy']","[1, 1, 1]"
253180,To See the Sea,[],[]
161230,Dirty Gertie from Harlem U.S.A.,"['all black cast', 'bd-r']","[1, 1]"
189625,Dirty Computer,"['music', 'female empowerment', 'lgbtq', 'authoritarianism', 'conformity', 'dystopia', 'memory', 'short film', 'lesbian', 'cyberpunk', 'diversity', 'identity politics', 'lgbt', 'memory loss', 'mind control', 'music video', 'non conformity', 'rebellion', 'satire', 'sexual politics']","[3, 3, 3, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
6693,Venus Boyz,"['drag kings', 'gender', 'lgbt', 'drag', 'london', 'new york', 'nightlife']","[2, 2, 2, 1, 1, 1, 1]"
159686,Dead Man's Hand,['full moon features'],[1]
114459,White Bird in a Blizzard,"['missing person', 'disappearance', 'mystery', 'teenage sexuality', 'shailene woodley', 'nudity (topless)', 'based on novel or book', 'magnolia pictures', 'sex', 'teen angst', 'twist ending', 'weird', 'affair', 'atmospheric', 'broken marriage', 'eva green', 'stereotypes']","[3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
86773,Everybody's Woman,"['love', 'patriarchy', 'suicide attempt']","[1, 1, 1]"
2037,Candleshoe,"['disney', 'con artists', 'david niven', 'helen hayes', 'jodie foster', 'treasure hunt']","[2, 1, 1, 1, 1, 1]"
118888,Dave Chappelle: For What it's Worth,"['stand-up comedy', 'dave chappelle', '420', 'african american', 'apostrophe in title', 'asian american', 'bestiality', 'black american', 'caucasian', 'celebrity', 'children', 'colon in title', 'dope', 'drug', 'drug humor', 'drugs', 'ejaculation', 'endo', 'fillmore', 'ganja']","[6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
195479,9 Fingers,['black and white'],[1]
278780,Zalava,[],[]
5340,Joe,"['hippies', 'nudity (topless)', 'business man', 'drug abuse', 'drug dealer', 'drug stealing', 'free love', 'gun rampage', 'independent film', 'orgy', 'racist', 'upper class', 'violent father', 'war veteran', 'bd-r', 'laserdisc clv']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
196041,Gogol. A Terrible Vengeance,[],[]
186751,Sideburns,[],[]
212034,Where Love Found Me,[],[]
7274,Let's Do It Again,"['blaxploitation', 'church', 'gambling', 'gang', 'hypnosis', 'money', 'bd-r', 'betamax', 'boxing']","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
140781,Adam at Six A.M.,[],[]
189219,Grimm's Snow White,"['dragon', 'elves', 'forest', 'snow white', 'sword fight', 'woman director']","[1, 1, 1, 1, 1, 1]"
197727,Mater,[],[]
199081,Jellyfish,[],[]
279718,Sanctioning Evil,[],[]
289241,The Book of Wonders,[],[]
210967,The Tijuana Story,[],[]
212897,Love Means Zero,[],[]
124671,The Avenging Angel,"['latter day saints', 'mormon', 'utah']","[1, 1, 1]"
185347,About Love. Adults Only,[],[]
67980,"Force of One, A","['karate', 'special unit', 'betamax']","[1, 1, 1]"
154468,"She Smiles, She's Snared!",[],[]
188525,Luk'Luk'I,[],[]
210159,The Blackout,"['combat', 'future tech', 'mystery', 'open ending', 'superficial plot', 'alien invasion', 'ancient astronaut', 'army', 'military', 'russia']","[2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
164266,The Disciple,['woman director'],[1]
131664,Hot Times at Montclair High,[],[]
224022,SOL,[],[]
195109,The iMom,"['robot', 'artificial intelligence', 'babysitter', 'technology', 'android', 'drama', 'sci-fi', 'short', 'short film']","[2, 1, 1, 1, 1, 1, 1, 1, 1]"
