movieId,imdbId,tmdbId
156187,3587396,344170
50147,454082,9656
188491,5047400,424284
149604,2040537,161482
256573,5075490,464431
227941,5966350,459556
204340,5265964,389218
260063,3335054,371659
174953,5256044,398295
168762,1230478,50163
237145,4652420,371909
274077,11709244,662244
227460,4755910,728889
333,114694,11381
215253,7755856,493058
80288,40843,36814
8755,173772,53198
156830,479660,67174
98509,1314240,26152
276801,13130760,887109
143543,69161,75063
184161,5994792,402637
183605,1388418,384583
796,72362,44495
281924,3816040,336893
260999,470761,15418
162676,4939066,407887
291461,28524545,1158706
98063,87738,547680
3847,71650,20850
164302,71818,125276
93890,68899,178535
4270,209163,1734
161720,85492,120729
2601,119546,89522
218913,12393526,714338
77326,72752,44132
27911,416825,33150
104561,1146320,17886
69446,61093,38773
199596,9358206,566235
78993,44811,69544
27172,175790,24272
205056,766213,45776
177009,1518212,108786
206297,10122392,622962
222302,64153,108543
282779,16420918,914255
153907,1582519,56986
227304,1429430,47353
157373,2078648,86517
265602,404958,108299
290862,25134270,1056738
291499,12836100,655817
90863,1113829,75964
217635,69973,203474
189887,1399053,354870
286153,4087182,297590
226768,5957104,458823
3426,102175,1713
180245,6692354,464458
221804,4943820,724130
147593,1746624,106523
172683,171410,16331
85213,1510938,56831
226742,8633748,664184
60110,70814,42473
267708,13841874,846779
123637,104886,263032
6997,104427,10410
201963,6332994,444246
145564,61324,90644
32213,377713,438
282607,23628070,788976
261979,13357564,876441
130596,67276,74746
2814,52602,35813
216719,1322899,215467
41094,368619,24223
192365,112778,13345
176697,4807830,418235
271929,29429,219554
167358,2622620,299909
120426,109868,49864
257815,8620022,531522
184809,43726,146660
91755,1822382,56761
80969,1334260,42188
158972,4048272,374475
220880,1915533,164804
5434,40823,21635
253140,5791944,417418
174775,953462,176704
177017,265580,245446
230903,6393306,449811
39048,436319,77468
167390,4777584,393521
147,112461,10474
259601,2958712,189081
274609,1326264,407371
183035,2066133,357110
197713,6931414,535389
143172,100967,58412
186949,4610378,497916
86166,38675,30734
75436,60613,195204
8785,43313,50247
223898,874917,91923
43675,61780,61105
201612,9436886,599424
133543,3062414,261033
149178,74818,36766
241958,10535594,625062
116447,62863,25553
199235,7692966,544812
268744,9848626,585083
105755,2193215,109091
69552,436854,8939
214802,4467282,336803
205068,444633,251541
204666,462162,212134
107243,259340,45130
185643,1346324,23349
218561,25529,82180
148282,272018,17007
82068,89821,6320
174487,2501618,127144
210341,95126,121377
269898,11502498,934126
236623,17159,250676
186039,57401,42344
5555,83336,10725
202902,195130,174842
198031,1465510,51937
172341,1370426,39026
131930,87830,89931
141281,56065,189723
123520,22731,170248
96415,2297164,118624
64501,374569,8880
183829,5707048,490039
202649,4305182,134549
154364,382095,73123
235317,2386868,202678
223210,4360924,526682
4266,245120,12484
242052,11916012,723444
186177,6645614,484510
150088,43885,56597
288867,24082438,1058616
57695,106579,1479
219300,12012266,715133
164081,80632,383914
279968,14096032,872736
201620,4003070,515224
230761,3043594,239347
266134,14285796,808430
161418,41989,286208
291767,10022716,832257
86408,1529235,48415
157643,133689,13521
161496,117086,2719
57209,58275,20629
203713,258550,38136
206682,416673,39126
135891,71274,85968
140038,82562,11441
190617,4295090,338847
231127,10375972,702557
288683,12826450,760287
73460,89507,87065
268188,110089,110365
264319,11816092,798159
113223,5339,38730
119430,1018830,14669
196083,269483,35225
199910,5932728,411728
2328,120877,9945
102751,455913,54120
131830,3399024,269148
26989,119879,9845
206565,118917,196942
271467,14775784,835975
168582,2175828,359736
265822,11657186,743099
226794,1258195,147552
4895,290332,13408
203042,6053002,416126
141226,177944,249897
188979,991219,155895
216527,95230,375554
255017,26858,237693
8397,105150,41774
191363,4024814,376969
139042,105572,34334
5120,69281,993
26174,62262,42701
57526,880578,8090
146014,123975,56007
65288,59565,51808
158984,38549,112257
132218,51360,155752
261481,11348542,804755
184093,5096846,449848
254130,1305800,31847
160267,473910,55424
127102,1535107,47868
103557,1608217,179270
148960,3030580,361025
194274,4499228,403283
210709,4681432,641213
4468,94667,5333
200614,6428676,400157
152001,1282142,43735
170605,6302160,429450
132114,144555,10370
175615,3080844,333097
191259,1741694,105019
145955,2396701,120478
158520,98558,291908
167712,201368,31401
220806,187044,35549
157841,286648,64784
283327,9616766,549632
138448,2390283,287935
161010,100632,101293
220226,10551420,620210
151537,63549,29351
270268,1773821,57491
139064,94709,55853
192915,93166,42004
205823,1242548,65344
2466,90710,274253
1832,119272,70581
111368,21228,179818
197105,450519,82306
176253,69215,67179
195193,2699358,222930
211608,7283052,461078
169410,2318505,101818
58094,395421,125742
122793,69278,87514
259605,11747286,656276
144862,35669,176143
223826,2140571,616251
6229,67893,27236
165227,4044464,376004
32049,70292,29735
225715,6373362,727841
134107,372478,23898
151080,36757,46184
197239,90865,50524
195841,120445,56380
202205,2848734,215303
277476,1640202,46733
144430,457007,40452
283949,10867768,625046
242482,72400,108062
183167,133772,463406
141070,125764,251258
218919,12282598,620883
123256,1523485,48836
184011,5451690,451751
120787,15873,115132
154019,65638,148273
277860,2048846,105006
25743,12675,36841
122559,426550,31277
167774,144618,16486
1458,120357,61563
83763,13422,38830
101997,795461,4258
163905,3590648,336307
252750,493151,114693
169482,3043252,352205
26719,101531,28553
161278,23655,247354
142823,106333,19657
218549,6290584,477657
186895,57374,171295
493,107554,9516
242984,44539,179207
176761,4105584,430474
110603,2528814,249660
208927,2768084,218726
273047,50784,348100
181115,3011960,323368
187847,7109844,506730
166187,2188741,158900
32875,40497,4595
96571,57517,53336
46083,446685,34787
204224,6643114,466750
1392,115906,13891
141564,15634,86955
260259,3961682,524601
117622,80645,40102
1613,120197,108401
240152,224816,57686
196561,1261908,195080
172129,5866284,425488
181923,42575,66880
128626,2042583,186976
31410,363163,613
167034,4647900,422469
43914,380817,14256
158306,335185,85941
44966,72402,26514
177541,5957544,473776
210563,88269,78166
85325,1284526,16439
214674,9179974,594634
77414,1294226,35690
136511,4209802,300685
70846,1186369,8899
27469,283283,11553
262945,13697800,779008
193345,460402,101999
126777,2385882,160160
193657,1221895,97239
222853,26231,104479
78235,85234,139383
125998,183288,52207
187475,7709750,520948
139895,109732,317720
175177,6159518,432972
227200,1493815,79123
172053,24484,126127
229513,303885,760506
116513,1234546,76424
218563,5284552,426351
54758,863037,9561
247120,342816,196188
171101,108277,56172
190585,1496868,69623
116795,57192,252262
233197,12903840,501631
201943,169514,174797
60461,997188,20548
34435,73707,12259
169096,1947998,89403
146704,1239228,58720
87529,1240982,38319
178007,97073,117278
173099,53464,62855
197281,8589236,523246
4544,96101,11966
144730,56967,130703
246134,391104,28151
159761,66002,198652
220768,324625,183280
176051,7158814,460135
148966,4883124,373162
203413,8006926,517686
203639,206446,153292
257329,11300738,834504
234653,58859,80339
3896,202677,1619
179397,6108090,441889
266268,15393650,716810
83601,1426352,43950
2845,178988,40879
252318,11053476,766358
291170,2201760,255168
276259,14228078,802699
4311,157411,88727
4384,246765,55551
78332,1263778,38846
113838,72706,91554
215405,3596382,336323
273509,13470654,598252
259839,11620582,797744
103372,2404463,136795
269502,293687,274896
215057,11305630,653218
171573,84904,14243
108787,2427892,184352
143882,3849692,362185
148809,83872,100215
168282,199554,34163
281176,6863922,444936
134499,87798,49352
291220,111225,144540
142080,45646,75901
123575,67750,79735
113565,2383068,211067
160553,1683048,355254
196909,5539186,396692
1254,40897,3090
66330,961108,7353
7541,214388,10035
6388,120001,49798
133691,2488042,218482
214953,4067578,465184
191799,3201640,429415
282167,2513344,265439
49132,811136,2152
205285,8561690,575769
180711,382803,214289
223662,5574744,420860
135803,84921,41378
136950,100172,40000
258805,4165838,428396
70924,80103,184781
198731,9109306,554739
141708,3900822,324266
170139,55201,80800
199822,167038,20235
140930,76746,91655
216595,281157,66392
190319,5845262,437026
135256,256466,71887
149070,80442,75808
182449,85224,73218
134037,86561,197366
103794,379199,47089
35,112637,47018
249978,41123,121470
197915,65418,341228
172259,1213825,24881
145038,331231,48615
194150,3210842,225513
74647,1220220,22805
3544,102898,26291
107295,1605803,75300
235549,970174,524668
90049,409965,126004
261349,8398466,607862
6840,67217,32082
152741,99274,249368
163881,3500544,264729
172685,100797,10917
125531,39405,175065
341,109655,60855
196935,9135854,555530
256391,14853762,850045
101168,800268,17728
176309,37332,270910
272361,48611,75795
162660,4824308,347126
175325,251613,54988
3914,222850,22597
173955,45585,34933
146804,89136,199011
2750,93818,30890
118494,72008,96477
278766,1687850,151635
144108,51595,290024
80947,1148165,38415
138820,48314,240584
285453,1350625,120344
229477,9827834,584288
216823,99239,416620
213127,9806322,658760
187361,267050,163350
61373,98672,16182
271136,16227014,913823
173341,64498,8776
70301,1198138,17335
99957,1235522,98357
158246,5208584,366005
186879,74151,157243
278794,18925334,949423
191151,76204,122469
220496,10755644,622230
99106,1694020,82687
54510,808331,5956
188457,88041,104292
227634,5723282,470610
87689,125981,148314
172765,70743,85970
280202,10638522,1008042
198459,8917774,525932
68214,10155,51472
195229,8900172,537878
264131,13772442,807927
137873,4274822,344560
503,110649,41588
199956,4435082,430406
42021,384686,18840
244502,13932162,797394
70130,81076,39415
257519,86088,151029
3758,97100,28774
89341,49357,54797
5072,293416,9606
194969,9036126,517596
112338,2481202,159137
194096,54823,50567
276343,29915,53111
94967,1389127,72477
145244,74313,68742
264119,6840372,803059
255743,10237612,571787
142596,1413527,74555
152782,5278466,373441
3607,70481,45827
270120,3974738,363186
249392,8639136,633503
266900,10505316,660000
78557,1227762,25868
246720,464051,45973
122070,35018,97990
216215,8366590,594669
246050,2298224,172792
4206,97880,31004
53121,413267,810
196783,34765,270144
7017,105104,10538
89932,51915,114060
1822,120645,40688
171981,1984261,402463
212313,95719,87710
285875,22297828,1018228
136313,189053,266083
210021,193355,55269
180471,6642870,454825
138580,871865,28741
291455,211309,173374
118276,100586,58200
125878,390136,48635
91854,17119,72821
217963,117503,208391
280480,6682484,512356
139102,1704731,54694
3681,59578,938
183731,1482452,111955
219728,1127855,52061
118866,3659786,295144
94545,1417582,59835
165269,71416,379216
245938,53080,71255
90172,43053,52847
279226,15445056,852046
272883,46308,298371
84996,1320254,58376
268840,10269988,602524
2302,104952,10377
152117,968712,60867
232363,75098,114072
150574,22202,285787
6040,282209,10727
133123,426955,15165
98560,85864,18741
115414,2467046,218043
217166,93511,368232
243812,2047885,160008
45175,434124,16367
113234,78389,60287
224461,11743900,678803
209701,9637246,647354
67370,67885,46799
109800,1951090,79893
3642,34889,40685
269044,14502376,854199
277656,7419396,481122
265400,9350194,590973
142192,48064,65014
113803,19684,47571
102523,1414404,149101
176967,5615904,376494
156553,3763866,351065
234007,5442626,412432
182263,30300,205879
283947,64021,63660
4693,116604,23239
131618,116903,56377
174155,437,119984
279044,117308,134237
275581,374018,25372
284073,15034594,915295
164292,68492,68972
216095,783489,50818
4205,100140,4587
220172,468034,709285
286463,7452910,478639
180649,70257,103621
277296,14502344,816977
188805,47691,210658
168574,136376,91627
194460,87552,399143
290878,3433158,495157
151957,276773,12831
189965,87611,38207
163272,34716,44173
241020,53174,80534
78957,62277,59088
289201,338769,69351
158376,1124401,41808
186587,2231461,427641
241262,6173712,777620
3063,105156,9264
107183,2674152,186279
279936,14941348,845611
211964,152115,110221
152185,3132714,286595
165633,2328819,139272
171231,277187,34518
99594,1821427,122044
255105,452003,65447
4071,116119,287991
129315,87956,42310
169942,4575100,339501
217999,8391044,580917
40275,228277,81220
172167,2650954,160124
26507,87144,46088
170153,3203620,401546
143498,424028,67216
194758,313634,109164
118021,50174,137603
4870,217355,23941
189057,41252,35923
177229,5731132,428288
134888,810001,93962
153792,964516,19624
1232,79944,1398
242088,403267,22619
232431,11274306,661331
280572,14824590,979924
164895,1734113,89825
272051,6708668,760868
45722,383574,58
280956,6037866,508450
149868,26195,181426
119186,1109583,42309
254484,12851396,730840
167536,1828976,81440
74649,886531,79519
148010,47355,36520
238814,10554232,733740
272847,1980033,110430
278058,157534,174916
237922,102403,357877
4847,243255,570
4306,126029,808
3156,182789,2277
198375,26598,184619
73772,104753,49956
123159,110017,75826
186907,5658242,460216
139028,488027,131116
288693,27766377,1147612
147466,80683,119944
262709,1159231,52214
154418,1095427,15201
192393,6781982,454293
71156,1234548,10313
204672,5149490,543768
633,112844,47449
170,113243,10428
122310,68524,54164
259257,5626050,503652
215545,4268054,540983
125700,405004,105133
202994,7943248,500831
123967,206088,10639
183627,81089,82365
156460,61703,198010
98836,1477855,87504
284931,1315030,79529
233395,85695,176656
96576,59459,86785
221242,4523530,331044
288137,17595094,946215
156473,35741,374356
69336,1278336,29314
196599,39758,280430
123802,70267,154073
135077,122207,221527
121799,104808,50687
116730,1975146,207263
195773,8775294,541840
62718,963743,12689
92676,23582,91181
210743,4613688,490271
98017,1226240,121879
145092,369059,51083
193027,976050,75867
277948,3996164,289260
158842,5111874,359871
214698,11861072,676601
170517,1472059,25833
198953,6646998,448166
258769,11547828,809838
26139,59309,37921
224527,11009666,714099
192549,73291,282381
176455,346910,207894
155802,17998,124993
106170,110796,16242
230543,1821635,81447
92058,1530509,74997
115124,96823,599152
132388,68384,55044
133171,3321254,227200
226312,7127700,476131
5736,121261,15901
177999,110948,34750
185393,8081748,508864
32285,337631,1589
50954,482527,37725
125862,25480,82185
129382,64626,118390
199360,335596,57905
2505,134273,8224
290725,66044,198932
239924,3235880,278313
54617,412535,17350
5418,258463,2501
167116,3394972,326256
110330,1801061,119360
2937,35169,32255
111663,2784512,254474
254799,72687,31726
113521,2091325,258805
202237,8291806,519010
277013,14814326,928161
189769,2935516,461158
25962,42646,43388
279074,9000184,814800
201658,5635638,450648
248586,13317694,809236
4558,96320,9493
288777,2199,119876
245372,6208950,510737
88485,106684,33927
83357,57090,124058
80102,23891,37581
146722,45661,27560
54270,461703,14219
43177,79688,23957
27595,311361,16209
133441,2246924,241553
155984,855975,16017
66981,28653,53574
129755,48762,216876
195783,6723494,467306
211650,10767720,635744
163523,437931,333127
152256,4120210,337107
118742,67084,29482
203904,8266310,534259
144194,1008010,24567
27843,378284,12086
271669,11548822,661348
120853,2309977,142563
95600,869019,52311
89083,1764657,84880
274531,9281008,586764
183529,5653514,430043
258725,71130,53847
266582,79864,213992
26752,102913,25674
2536,78740,29723
3882,204946,1588
198493,9376172,572367
259757,8019290,500805
272845,165082,251705
163514,3549656,259246
1199,88846,68
117909,285265,193411
213786,1619606,72641
249186,6056682,497875
819,108220,69895
79539,1118045,41483
289085,2942760,343501
242064,11735544,726220
208457,8220326,542922
188205,4623812,382572
206333,2554856,158689
277170,10004456,928088
89039,1549572,55420
94184,1535566,45347
244120,13428402,728754
26571,91060,10570
204756,285052,51163
213658,79212,204559
6618,286112,11770
150234,1865368,84105
44759,430912,3093
206668,6844052,547747
185521,70221,215800
173701,178655,228642
179909,6191390,436496
67087,1155056,16538
274263,19766560,969686
123,109424,11104
123806,34926,97910
183301,92046,31615
272467,78812,2036
168130,1774591,381075
259995,14412034,815144
80729,1132193,45261
30798,219519,113213
188153,282023,204011
259545,13526198,861844
121271,117692,27770
119659,64268,149170
173937,72253,52960
246984,944236,55142
284603,13273800,915980
6012,295289,9582
206180,1854592,137896
8366,332375,13193
3934,50610,43230
133628,50547,242629
132735,2090629,309889
104881,1206543,164457
162860,2369047,134908
263879,7628504,883987
208217,1342983,38158
186259,6259946,425849
176825,1528813,145932
90343,1068242,68817
262425,51032,135228
154124,68209,294207
207714,11101550,640427
180445,4966532,423236
3110,87091,42087
207323,6313348,456063
130724,82527,63590
162840,5250776,404446
205851,39442,133498
285181,1323518,66645
189987,73806,47681
218083,5928514,210161
220490,10887344,596332
56079,780608,13168
184841,34941,48987
161400,60283,83811
124771,1624426,72946
5512,290823,43772
251662,10418662,615658
137731,3254570,340957
121503,93276,48193
171555,5526660,402223
291727,369417,72692
207423,9996,146744
193667,112719,202869
34499,368774,26579
80421,24115,66701
278148,1456503,59578
182669,118700,98544
205998,9308458,601083
25826,27884,31773
221910,3125676,337566
147088,42809,36516
269318,2566350,181064
187443,332358,270894
116688,95900,78522
202960,85689,147632
272475,215737,49278
392,108069,18242
212221,11611314,666397
62383,6333,30266
6810,102945,7442
114074,1571249,244772
974,29855,22657
238218,5338832,378510
198687,115618,40262
253952,87888,79420
215165,6861402,515596
1794,119574,47452
5243,81499,11563
115218,1077394,75007
236831,1942961,148194
114945,1181840,204436
756,109381,255546
95290,27845,173891
139960,205924,41669
145152,878673,15861
6538,324133,302
277054,68489,126684
133699,400234,28740
197765,44157,46852
203521,4488744,491317
186499,1753887,76451
277118,4935794,363498
141483,2421498,171885
137299,3341582,284729
101855,2221784,124080
213137,8028842,550738
200286,9047474,423778
202643,366635,41218
185069,898949,55914
258681,151585,83374
87994,382691,61814
1221,71562,240
155162,399,144436
182023,33448,68490
185247,165559,310995
174371,4694544,345915
134306,56285,50409
218393,3691930,280909
80568,56940,33729
281954,189103,708109
130834,92822,163630
2337,120879,1808
200686,6469548,553141
141133,106559,39915
146435,67197,17875
270062,11394290,653753
172809,4429194,375867
184387,141603,164267
281934,6613572,451754
63645,499101,9999
138929,125308,47410
190613,6541512,492783
5273,188128,62956
214834,450776,132470
194,114478,10149
7323,301357,338
2897,87188,5622
280008,18286624,925129
3260,104454,8293
114282,3593932,285026
188173,101961,56205
168164,2402631,151042
186779,2699832,159752
140026,87716,58070
190757,4789822,457312
179461,2090595,108039
197973,2411112,217337
134427,103991,43648
4050,218625,34794
234516,11835270,671803
290657,5822848,676727
25938,40369,37347
189977,89427,54761
281392,1340142,83503
179559,3593926,288899
175667,5990474,414453
27811,371589,15177
143685,66058,156068
230535,4705224,341753
260071,14833702,849277
136857,2577172,312791
226956,5092484,590575
145716,81314,104325
149958,2222458,220003
165599,1915563,101665
283603,14993352,884184
200612,3811544,475938
278094,21379574,1005342
233909,4341864,278464
292367,12525878,1134794
1165,115715,124676
265776,320643,111885
98499,79315,19274
169816,94957,75203
44155,366450,16791
3187,169333,104878
148683,4733536,367551
98922,1242521,76609
119677,3663040,278334
71278,23243,23253
144310,1330525,18060
169898,4456270,434336
89926,1315582,72419
113,115645,43566
261283,7489792,744713
6247,66579,66027
264946,13432484,762433
159604,91136,102146
153877,427224,69016
98847,113153,18725
291839,27988718,1141135
260771,483703,341470
173087,52286,49379
57421,422401,11908
178569,382508,50373
270606,11111232,644444
208515,6603700,575187
194877,40455,47305
225111,3323896,727198
262145,11725680,716255
210677,341376,23201
128918,1188112,55804
198787,5060166,417611
182127,3712488,312815
280010,2980506,105943
184749,6613814,459698
37729,121164,3933
7627,119434,163869
150288,80732,84183
199676,7839334,499396
6045,115781,14469
118983,118167,61086
168068,59693,28670
97196,281190,13830
182509,282778,275366
74681,48481,120280
191583,81679,63985
174427,5851014,437291
137934,67526,105087
185305,6149936,480603
8628,114371,54022
214596,3683398,294476
135414,2274064,128121
8013,282593,20718
152161,1430131,58913
207061,87774,60066
196047,6053472,516784
175887,373941,56350
260009,11486994,763368
173381,2078667,133977
275141,12312912,776538
288629,6924832,1131438
215687,8435892,611259
176081,59292,182030
266462,14585862,817846
186761,102516,43684
33826,384488,25248
118115,3072182,240820
54962,810988,12994
34170,78924,77593
186709,4888834,360648
239248,10342228,706972
198395,25770,174252
486,107413,42580
121951,40947,26385
216275,2085795,135531
172805,4551314,402907
134532,65224,39309
195419,1989477,218170
51207,94057,22172
180145,5112966,364594
25752,15841,42359
139651,4819458,350931
5819,308411,36584
253148,4511054,680764
8268,107843,10498
33126,79180,16972
159867,101544,346737
181605,5822148,469756
178815,3253232,380121
50445,455960,8398
139773,3369676,298036
188017,5586362,461931
272907,67296,261528
140990,28974,179553
7078,30287,1976
221916,7237148,550376
7228,104009,14239
183689,48632,163364
278408,15463032,934756
175315,79750,42642
73064,77729,42206
91253,28305,221346
2039,97053,65157
159421,75031,80474
109786,2823088,241968
287235,28109,202000
45761,60097,28673
268382,11213014,637619
220058,10011336,597588
3860,138681,45905
247770,467550,446586
73912,45808,43346
126977,1982113,96574
171835,219207,41581
215863,9537292,628241
635,116275,41852
6482,329028,10152
1272,66206,11202
144037,499540,78115
95506,1680133,76333
155961,21550,178447
6787,74119,891
216755,113864,66475
5716,82122,34697
207946,8858420,569133
279146,15807910,1013228
139409,1288637,24169
105959,37989,64077
190741,5774450,470229
111793,66900,75130
124591,48767,17637
6293,245573,42383
166314,1562928,70059
89945,1520494,59852
103206,1450320,68556
4355,92272,17465
65780,68912,250093
143331,49553,35418
190087,8439854,530154
5131,207524,13791
214784,3146022,520270
3662,102728,26956
230391,8484160,526702
201406,6028796,512188
139928,71925,226814
2530,65462,1685
229823,7737656,574834
129990,67389,285992
166990,80554,115903
183837,5083738,375262
185165,6082818,419372
263705,10999260,627069
168288,1082807,341006
274837,15167994,860860
268320,801347,64911
214020,7880466,493006
5700,81693,31278
2945,87722,31043
240488,6781498,473409
143755,51469,68821
260881,160534,61639
146002,76998,64042
878,112607,114089
235775,11644332,636291
144322,488762,32163
185199,1471346,21814
124135,41788,36633
239874,12261772,588077
1610,99810,1669
70828,395417,200039
8854,93624,24924
280090,321780,23984
175657,5737862,419459
201803,61077,73801
193653,1796414,218556
6089,84189,29224
201492,118958,229447
144362,1843120,61062
220356,6028620,501738
5088,72353,4031
262233,1058579,51610
191631,383995,16930
96283,2023453,82650
151769,189160,77294
169700,1080761,173577
138288,104131,348530
86628,1416801,51209
135282,2064745,200487
199938,437477,162521
220628,194946,37065
149144,3345472,282069
147664,82298,146530
224511,4636870,408348
69524,772251,62128
131606,97935,294697
7379,318974,10733
249300,7422258,568960
4007,94291,10673
221062,59946,198816
276165,94247,213967
219557,9435952,571123
67140,22698,34474
265612,12496706,762079
176293,138758,105552
271477,305172,466113
197811,38964,39887
132614,3539664,261860
165873,4935480,358924
186071,2018079,172106
128285,46794,107837
186539,8054150,497726
140511,817910,13204
281356,41661,118615
243656,9880234,602310
147929,73067,128339
176301,6869644,452931
154323,1104080,347465
214766,10085338,611634
169836,3948438,261461
172177,274993,78595
110629,27272,268875
215813,56691,85929
188303,6133466,442249
207125,99415,81611
198151,1464335,335787
241632,11497480,668097
2444,120391,22913
151151,45091,46486
151581,207784,187737
130948,65469,88252
118486,107958,42438
231437,6289724,436449
282127,21227108,963047
214298,7570234,487117
147328,80263,72093
181497,973837,245010
123381,46865,108345
194973,83069,529239
274775,5578150,466421
179093,5342904,470205
250944,2910992,256736
177613,103757,48302
285103,13650494,776098
2049,61749,25445
262357,10585038,614905
290255,196542,409763
80137,1587373,96451
126805,282515,40417
133636,44118,43382
224106,3641064,527669
252986,364738,562729
169282,221633,40249
89829,22430,91961
110417,72136,29854
174803,882809,149723
223666,5443266,420849
203705,7679306,495843
151303,58062,233462
162760,3869392,370664
175769,3565174,280640
241712,126902,367494
220784,1010422,191146
3183,174268,36773
186889,208326,204170
200126,4645532,436171
177975,133793,274966
113309,67134,42676
73494,28355,52429
172665,2996932,203780
230185,8147262,592814
205176,826713,103056
4059,213446,220976
138394,2483050,156547
121963,29157,170255
163116,67559,94055
65709,844761,47658
3673,92638,21299
115799,23880,127804
218525,8850222,581392
220818,7304824,673174
152210,70714,168228
154982,59924,101553
223750,368,465482
164222,5568330,413017
168786,2263210,226268
157897,36770,261617
139779,3430042,312131
5789,252223,31668
273455,11530186,891601
215033,151233,59477
226022,11568236,699337
166328,431849,88085
291389,11383050,876644
253512,10437216,837271
53129,780571,3432
255231,3458760,413138
200096,76485,105662
264926,7975192,801271
123227,498386,40238
288309,20859028,1002370
136217,900357,14913
55343,480011,13538
128356,144786,270045
77141,50379,80255
214886,2475,437278
123296,62482,118017
276641,48016,240766
287707,20916568,986070
165685,2898306,340223
3372,64110,15873
188877,3592750,438466
80352,92269,148175
184101,494273,103378
154759,44344,2971
91128,376136,23514
253662,1313108,610560
220966,11468524,666458
7993,52655,22642
60568,478394,12416
278694,2784204,224169
114182,2011159,136835
204922,10078290,591572
6158,283426,14873
168040,2011109,76535
161766,2973132,392898
132247,168785,95493
107194,15036,176389
260201,11127680,807196
47642,462346,24115
96945,1638328,85735
89347,104662,74938
169384,6170268,429392
212271,6599818,441829
60707,844768,32666
252406,9204898,740963
163396,47642,114499
236975,7972178,551499
277826,4431632,499788
93583,52667,28063
203523,7349910,480100
176609,4494718,345317
251054,125493,347650
143773,105755,91258
181573,3304756,321668
205589,5665040,422390
72632,1310569,25467
133537,62112,74198
3875,62885,39891
122401,468529,67275
81495,496634,8316
5028,269746,24166
201000,4621782,432593
141924,3722070,328589
257627,15085794,857729
174041,223880,104694
170737,368652,212320
58367,462023,14066
259205,15101938,862582
95026,1356763,64836
182463,5594542,371082
202825,72960,39924
245382,13269536,801335
129845,2295722,270938
193107,4760714,358761
128906,1334313,37590
170915,4108134,370722
283845,15040500,853867
135647,96282,32038
257799,496411,58785
150352,4315956,313628
143974,2093100,79580
373,105226,10427
171095,77613,111469
153114,332706,71117
189063,6794448,470906
73929,1038686,22894
201444,9358052,565312
33933,69436,42491
256159,12887178,732886
4871,246628,18192
291048,2290423,372341
165015,882789,36542
224537,2376226,231624
82037,1568334,43924
6894,87464,14157
1299,87553,625
153845,222718,2890
157399,5576336,391578
144658,4338434,358912
124251,43637,87378
78713,20514,53796
166189,4549224,408151
166782,86864,263412
6115,84489,27609
153616,234365,260182
262609,54459,105696
1702,119137,9574
178961,5181852,463602
178705,1160997,31020
124903,250756,232462
147024,3595298,362136
151445,75915,162505
184815,93232,39932
174535,329374,22643
7127,102818,48129
3703,82694,8810
116921,135608,183113
287557,7010948,463170
153116,68991,4747
6645,66434,636
270220,2631210,167826
161600,1243617,47535
253670,439477,362697
87002,71889,252059
109472,2039345,220286
180799,41671,24040
261663,8060,174715
163517,377071,37202
113306,74521,107828
196015,44018,542179
160171,2073137,138705
282225,252844,377077
172427,479293,80178
249060,58080,55743
573,107225,23637
288881,847883,405841
133945,3312868,321769
56888,461804,1488
192757,3394420,262476
102602,76391,27861
124775,23151,98398
6035,29453,26252
194975,5960374,429202
7636,105217,13937
26137,59263,16850
163510,4771932,392807
234245,21401,166317
133933,60288,5056
158854,2577666,241618
3262,105665,1923
204554,47178,72242
98277,442207,13728
195283,7352856,504263
88405,1632708,50544
208403,316352,256452
279542,17097088,928720
87796,462683,12840
185541,4519006,356987
187497,2108593,361283
125323,70827,5601
102995,1772270,101998
6908,50197,44591
3873,59017,11694
148622,4788638,339562
139891,3086582,211711
285897,26160190,740441
154602,1148239,56245
171781,4475992,363690
3279,143344,121940
178769,49147,123513
182947,245220,204441
188223,285191,281088
101812,49523,57993
158659,1993391,216138
216277,318346,495199
224919,183963,416060
214878,2210787,358760
282105,20769484,993272
206164,398910,220277
60133,940585,21074
276533,129324,915126
101938,43262,34269
165417,5545674,421619
187363,1720038,65150
135957,336325,10578
128399,152018,106139
252904,5167184,517367
2802,96244,10396
195653,417015,103043
237612,3772660,369773
5029,109417,26337
187769,8217244,514826
98253,64353,49363
176139,2117825,102363
283045,15403362,916386
272317,1612143,41490
160642,4247738,302161
26052,53168,690
192101,3705026,367204
187343,42475,226810
154626,102360,161359
109779,476969,37646
176045,102691,79927
197605,8806104,549859
31004,295004,64334
226154,5737408,403510
246430,484253,294411
33760,38303,43471
262213,2198235,194522
32345,21622,84298
197769,43400,102184
169214,70829,257831
123647,37826,38468
282975,79171,46801
150148,68493,48848
288771,14827898,846185
111817,2402085,192133
221941,9765144,572151
403,112889,172923
154666,76888,30888
144842,43350,114081
90439,1615147,50839
6463,150338,53380
275583,16418964,934332
151281,76684,56589
258713,395744,111258
37837,428430,349
278130,413931,155909
149877,75849,62752
224905,8696440,537651
85777,810827,16140
266008,15005868,874299
42591,88658,37525
271459,12238602,710472
6031,52918,34148
214034,9648886,582897
288757,20358284,977770
265052,5554948,427964
6451,68718,46059
205992,10521814,616584
131371,61525,241797
116869,21992,121020
199137,453912,337945
73457,44982,55197
